"Year","Academic Discipline, Broad (standardized)","Level of Degree or Other Award","Highest Degree (standardized)","Degrees/Awards Conferred (NCES population of institutions)(Sum)"
1992,"Arts and Music","Doctorate Degrees","Doctorate-granting Institutions",917
1992,"Arts and Music","Bachelor's Degrees","Doctorate-granting Institutions",23642
1992,"Arts and Music","Bachelor's Degrees","First Professional Institutions",789
1992,"Arts and Music","Bachelor's Degrees","Master's-granting Institutions",16662
1992,"Arts and Music","Bachelor's Degrees","Bachelor's-granting Institutions",5611
1992,"Architecture and Environmental Design","Doctorate Degrees","Doctorate-granting Institutions",132
1992,"Architecture and Environmental Design","Bachelor's Degrees","Doctorate-granting Institutions",6878
1992,"Architecture and Environmental Design","Bachelor's Degrees","First Professional Institutions",218
1992,"Architecture and Environmental Design","Bachelor's Degrees","Master's-granting Institutions",1487
1992,"Architecture and Environmental Design","Bachelor's Degrees","Bachelor's-granting Institutions",227
1992,"Education","Doctorate Degrees","Doctorate-granting Institutions",7025
1992,"Education","Bachelor's Degrees","Doctorate-granting Institutions",47439
1992,"Education","Bachelor's Degrees","First Professional Institutions",2965
1992,"Education","Bachelor's Degrees","Master's-granting Institutions",50633
1992,"Education","Bachelor's Degrees","Bachelor's-granting Institutions",12738
1992,"Business and Management","Doctorate Degrees","Doctorate-granting Institutions",1326
1992,"Business and Management","Bachelor's Degrees","Doctorate-granting Institutions",125649
1992,"Business and Management","Bachelor's Degrees","First Professional Institutions",8250
1992,"Business and Management","Bachelor's Degrees","Master's-granting Institutions",99931
1992,"Business and Management","Bachelor's Degrees","Bachelor's-granting Institutions",31089
1992,"Communication and Librarianship","Doctorate Degrees","Doctorate-granting Institutions",302
1992,"Communication and Librarianship","Bachelor's Degrees","Doctorate-granting Institutions",33257
1992,"Communication and Librarianship","Bachelor's Degrees","First Professional Institutions",1406
1992,"Communication and Librarianship","Bachelor's Degrees","Master's-granting Institutions",17142
1992,"Communication and Librarianship","Bachelor's Degrees","Bachelor's-granting Institutions",2886
1992,"Law","Doctorate Degrees","Doctorate-granting Institutions",68
1992,"Law","Bachelor's Degrees","Doctorate-granting Institutions",957
1992,"Law","Bachelor's Degrees","First Professional Institutions",156
1992,"Law","Bachelor's Degrees","Master's-granting Institutions",177
1992,"Law","Bachelor's Degrees","Bachelor's-granting Institutions",78
1992,"Social Service Professions","Doctorate Degrees","Doctorate-granting Institutions",255
1992,"Social Service Professions","Bachelor's Degrees","Doctorate-granting Institutions",5566
1992,"Social Service Professions","Bachelor's Degrees","First Professional Institutions",364
1992,"Social Service Professions","Bachelor's Degrees","Master's-granting Institutions",5582
1992,"Social Service Professions","Bachelor's Degrees","Bachelor's-granting Institutions",1488
1992,"Vocational Studies and Home Economics","Doctorate Degrees","Doctorate-granting Institutions",316
1992,"Vocational Studies and Home Economics","Bachelor's Degrees","Doctorate-granting Institutions",18690
1992,"Vocational Studies and Home Economics","Bachelor's Degrees","First Professional Institutions",822
1992,"Vocational Studies and Home Economics","Bachelor's Degrees","Master's-granting Institutions",12609
1992,"Vocational Studies and Home Economics","Bachelor's Degrees","Bachelor's-granting Institutions",1884
1992,"Other Non-sciences or Unknown Disciplines","Doctorate Degrees","Doctorate-granting Institutions",860
1992,"Other Non-sciences or Unknown Disciplines","Bachelor's Degrees","Doctorate-granting Institutions",31339
1992,"Other Non-sciences or Unknown Disciplines","Bachelor's Degrees","First Professional Institutions",1363
1992,"Other Non-sciences or Unknown Disciplines","Bachelor's Degrees","Master's-granting Institutions",25804
1992,"Other Non-sciences or Unknown Disciplines","Bachelor's Degrees","Bachelor's-granting Institutions",9473
1993,"Engineering","Doctorate Degrees","Doctorate-granting Institutions",5823
1993,"Engineering","Bachelor's Degrees","Doctorate-granting Institutions",52040
1993,"Engineering","Bachelor's Degrees","First Professional Institutions",494
1993,"Engineering","Bachelor's Degrees","Master's-granting Institutions",8352
1993,"Engineering","Bachelor's Degrees","Bachelor's-granting Institutions",1819
1993,"Physical Sciences","Doctorate Degrees","Doctorate-granting Institutions",3689
1993,"Physical Sciences","Bachelor's Degrees","Doctorate-granting Institutions",7567
1993,"Physical Sciences","Bachelor's Degrees","First Professional Institutions",437
1993,"Physical Sciences","Bachelor's Degrees","Master's-granting Institutions",4184
1993,"Physical Sciences","Bachelor's Degrees","Bachelor's-granting Institutions",2000
1993,"Geosciences","Doctorate Degrees","Doctorate-granting Institutions",691
1993,"Geosciences","Bachelor's Degrees","Doctorate-granting Institutions",2053
1993,"Geosciences","Bachelor's Degrees","First Professional Institutions",38
1993,"Geosciences","Bachelor's Degrees","Master's-granting Institutions",989
1993,"Geosciences","Bachelor's Degrees","Bachelor's-granting Institutions",423
1993,"Math and Computer Sciences","Doctorate Degrees","Doctorate-granting Institutions",1951
1993,"Math and Computer Sciences","Bachelor's Degrees","Doctorate-granting Institutions",19455
1993,"Math and Computer Sciences","Bachelor's Degrees","First Professional Institutions",1129
1993,"Math and Computer Sciences","Bachelor's Degrees","Master's-granting Institutions",14074
1993,"Math and Computer Sciences","Bachelor's Degrees","Bachelor's-granting Institutions",4772
1993,"Math and Computer Sciences","Bachelor's Degrees","Two-year Institutions",3
1993,"Life Sciences","Doctorate Degrees","Doctorate-granting Institutions",7049
1993,"Life Sciences","Doctorate Degrees","First Professional Institutions",2
1993,"Life Sciences","Bachelor's Degrees","Doctorate-granting Institutions",72506
1993,"Life Sciences","Bachelor's Degrees","First Professional Institutions",3760
1993,"Life Sciences","Bachelor's Degrees","Master's-granting Institutions",33595
1993,"Life Sciences","Bachelor's Degrees","Bachelor's-granting Institutions",10452
1993,"Life Sciences","Bachelor's Degrees","Two-year Institutions",7
1993,"Psychology","Doctorate Degrees","Doctorate-granting Institutions",3576
1993,"Psychology","Doctorate Degrees","First Professional Institutions",4
1993,"Psychology","Bachelor's Degrees","Doctorate-granting Institutions",36709
1993,"Psychology","Bachelor's Degrees","First Professional Institutions",1708
1993,"Psychology","Bachelor's Degrees","Master's-granting Institutions",21966
1993,"Psychology","Bachelor's Degrees","Bachelor's-granting Institutions",6868
1993,"Social Sciences","Doctorate Degrees","Doctorate-granting Institutions",3513
1993,"Social Sciences","Bachelor's Degrees","Doctorate-granting Institutions",74845
1993,"Social Sciences","Bachelor's Degrees","First Professional Institutions",3014
1993,"Social Sciences","Bachelor's Degrees","Master's-granting Institutions",29084
1993,"Social Sciences","Bachelor's Degrees","Bachelor's-granting Institutions",12391
1993,"Science and Engineering Technologies","Doctorate Degrees","Doctorate-granting Institutions",203
1993,"Science and Engineering Technologies","Doctorate Degrees","First Professional Institutions",1
1993,"Science and Engineering Technologies","Bachelor's Degrees","Doctorate-granting Institutions",12354
1993,"Science and Engineering Technologies","Bachelor's Degrees","First Professional Institutions",940
1993,"Science and Engineering Technologies","Bachelor's Degrees","Master's-granting Institutions",8932
1993,"Science and Engineering Technologies","Bachelor's Degrees","Bachelor's-granting Institutions",3245
1993,"Science and Engineering Technologies","Bachelor's Degrees","Two-year Institutions",1
1993,"Interdisciplinary or Other Sciences","Doctorate Degrees","Doctorate-granting Institutions",37
1993,"Interdisciplinary or Other Sciences","Bachelor's Degrees","Doctorate-granting Institutions",1755
1993,"Interdisciplinary or Other Sciences","Bachelor's Degrees","First Professional Institutions",376
1993,"Interdisciplinary or Other Sciences","Bachelor's Degrees","Master's-granting Institutions",493
1993,"Interdisciplinary or Other Sciences","Bachelor's Degrees","Bachelor's-granting Institutions",398
1993,"Humanities","Doctorate Degrees","Doctorate-granting Institutions",2933
1993,"Humanities","Bachelor's Degrees","Doctorate-granting Institutions",60256
1993,"Humanities","Bachelor's Degrees","First Professional Institutions",2497
1993,"Humanities","Bachelor's Degrees","Master's-granting Institutions",27552
1993,"Humanities","Bachelor's Degrees","Bachelor's-granting Institutions",11586
1993,"Religion and Theology","Doctorate Degrees","Doctorate-granting Institutions",1469
1993,"Religion and Theology","Doctorate Degrees","First Professional Institutions",12
1993,"Religion and Theology","Doctorate Degrees","Master's-granting Institutions",6
1993,"Religion and Theology","Doctorate Degrees","Bachelor's-granting Institutions",28
1993,"Religion and Theology","Bachelor's Degrees","Doctorate-granting Institutions",1856
1993,"Religion and Theology","Bachelor's Degrees","First Professional Institutions",668
1993,"Religion and Theology","Bachelor's Degrees","Master's-granting Institutions",1671
1993,"Religion and Theology","Bachelor's Degrees","Bachelor's-granting Institutions",2735
1993,"Religion and Theology","Bachelor's Degrees","Two-year Institutions",29
1993,"Arts and Music","Doctorate Degrees","Doctorate-granting Institutions",898
1993,"Arts and Music","Doctorate Degrees","Master's-granting Institutions",1
1993,"Arts and Music","Bachelor's Degrees","Doctorate-granting Institutions",24478
1993,"Arts and Music","Bachelor's Degrees","First Professional Institutions",865
1993,"Arts and Music","Bachelor's Degrees","Master's-granting Institutions",16977
1993,"Arts and Music","Bachelor's Degrees","Bachelor's-granting Institutions",5586
1993,"Arts and Music","Bachelor's Degrees","Two-year Institutions",6
1993,"Architecture and Environmental Design","Doctorate Degrees","Doctorate-granting Institutions",148
1993,"Architecture and Environmental Design","Bachelor's Degrees","Doctorate-granting Institutions",7206
1993,"Architecture and Environmental Design","Bachelor's Degrees","First Professional Institutions",196
1993,"Architecture and Environmental Design","Bachelor's Degrees","Master's-granting Institutions",1582
1993,"Architecture and Environmental Design","Bachelor's Degrees","Bachelor's-granting Institutions",265
1993,"Education","Doctorate Degrees","Doctorate-granting Institutions",7250
1993,"Education","Doctorate Degrees","Master's-granting Institutions",2
1993,"Education","Bachelor's Degrees","Doctorate-granting Institutions",47654
1993,"Education","Bachelor's Degrees","First Professional Institutions",2886
1993,"Education","Bachelor's Degrees","Master's-granting Institutions",51344
1993,"Education","Bachelor's Degrees","Bachelor's-granting Institutions",12847
1993,"Education","Bachelor's Degrees","Two-year Institutions",1
1993,"Education","Bachelor's Degrees","Other/Unknown Degree Level",8
1993,"Business and Management","Doctorate Degrees","Doctorate-granting Institutions",1451
1993,"Business and Management","Bachelor's Degrees","Doctorate-granting Institutions",126033
1993,"Business and Management","Bachelor's Degrees","First Professional Institutions",8228
1993,"Business and Management","Bachelor's Degrees","Master's-granting Institutions",99644
1993,"Business and Management","Bachelor's Degrees","Bachelor's-granting Institutions",32022
1993,"Business and Management","Bachelor's Degrees","Two-year Institutions",53
1993,"Communication and Librarianship","Doctorate Degrees","Doctorate-granting Institutions",370
1993,"Communication and Librarianship","Bachelor's Degrees","Doctorate-granting Institutions",32529
